epoch,bestFitness,averageFitness,minFitness
0,0.6833333333333333,0.5538333333333333,0.4666666666666667
1,0.6833333333333333,0.5913333333333338,0.55
2,0.7166666666666667,0.6198333333333341,0.5833333333333334
3,0.7666666666666667,0.6471666666666661,0.6166666666666667
4,0.7666666666666667,0.6673333333333331,0.6333333333333333
5,0.7666666666666667,0.6886666666666658,0.6666666666666666
6,0.7666666666666667,0.7003333333333324,0.6833333333333333
7,0.7666666666666667,0.7088333333333342,0.6833333333333333
8,0.7666666666666667,0.7198333333333344,0.7
9,0.7666666666666667,0.7266666666666677,0.7166666666666667
10,0.7666666666666667,0.7318333333333341,0.7166666666666667
11,0.7666666666666667,0.7376666666666674,0.7333333333333333
12,0.7666666666666667,0.7410000000000005,0.7333333333333333
13,0.7666666666666667,0.7448333333333338,0.7333333333333333
14,0.7666666666666667,0.7518333333333334,0.7333333333333333
15,0.7833333333333333,0.7533333333333334,0.75
16,0.7833333333333333,0.7565,0.75
17,0.7833333333333333,0.7621666666666664,0.75
18,0.7833333333333333,0.7689999999999994,0.7666666666666667
19,0.7833333333333333,0.7723333333333329,0.7666666666666667
20,0.7833333333333333,0.7784999999999995,0.7666666666666667
21,0.8,0.7836666666666658,0.7833333333333333
22,0.8,0.7843333333333325,0.7833333333333333
23,0.8,0.7853333333333326,0.7833333333333333
24,0.8,0.7868333333333326,0.7833333333333333
25,0.8166666666666667,0.7896666666666659,0.7833333333333333
26,0.8166666666666667,0.7963333333333321,0.7833333333333333
27,0.8166666666666667,0.8021666666666651,0.8
28,0.8166666666666667,0.8069999999999985,0.8
29,0.8333333333333334,0.8161666666666672,0.8
30,0.8333333333333334,0.8180000000000004,0.8166666666666667
31,0.8333333333333334,0.8200000000000004,0.8166666666666667
32,0.85,0.8248333333333335,0.8166666666666667
33,0.85,0.8329999999999997,0.8166666666666667
34,0.85,0.837333333333333,0.8333333333333334
35,0.85,0.8424999999999997,0.8333333333333334
36,0.8666666666666667,0.8501666666666661,0.85
37,0.8666666666666667,0.8501666666666661,0.85
38,0.8666666666666667,0.8503333333333327,0.85
39,0.8666666666666667,0.8509999999999994,0.85
40,0.8666666666666667,0.851666666666666,0.85
41,0.8666666666666667,0.8531666666666661,0.85
42,0.8833333333333333,0.8576666666666658,0.85
43,0.8833333333333333,0.866333333333332,0.85
44,0.9,0.8698333333333318,0.8666666666666667
45,0.9,0.8738333333333316,0.8666666666666667
46,0.9,0.880166666666665,0.8666666666666667
47,0.9,0.8860000000000017,0.8833333333333333
48,0.9,0.891166666666668,0.8833333333333333
49,0.9166666666666666,0.9001666666666676,0.9
50,0.9166666666666666,0.9001666666666676,0.9
51,0.9166666666666666,0.9006666666666676,0.9
52,0.9166666666666666,0.9011666666666676,0.9
53,0.9166666666666666,0.9026666666666675,0.9
54,0.9166666666666666,0.9055000000000013,0.9
55,0.9166666666666666,0.911000000000001,0.9
56,0.9333333333333333,0.916833333333334,0.9166666666666666
57,0.9333333333333333,0.9170000000000007,0.9166666666666666
58,0.9333333333333333,0.9170000000000007,0.9166666666666666
59,0.9333333333333333,0.917333333333334,0.9166666666666666
60,0.9333333333333333,0.9181666666666675,0.9166666666666666
61,0.9333333333333333,0.9190000000000008,0.9166666666666666
62,0.9333333333333333,0.9215000000000008,0.9166666666666666
63,0.9333333333333333,0.9256666666666672,0.9166666666666666
64,0.9333333333333333,0.9315000000000002,0.9166666666666666
65,0.9333333333333333,0.9333333333333335,0.9333333333333333
66,0.95,0.9335000000000001,0.9333333333333333
