index,genome,fitness
0,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
1,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
2,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
3,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
4,101000100010010111110101101011110001001011010110110011010000,0.8666666666666667
5,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
6,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
7,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
8,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
9,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
10,101000100010010111110101101011110001001011010110110011010000,0.8666666666666667
11,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
12,101000100010010110110101101011110001001000010110110011000000,0.8666666666666667
13,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
14,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
15,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
16,101000100010010110110101101011110001001000010110110011000000,0.8666666666666667
17,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
18,101000100010010110110101101011110001001001010110110011010000,0.8666666666666667
19,101000100010010111110101101011110001001000010110110011000000,0.85
20,101000100010010111110101101011110001001001010110110011010000,0.85
21,101000100010010111110101101011110001001001010110110011010000,0.85
22,101000100010010111110101101011110001001001010110110011010000,0.85
23,101000100010010111110101101011110001001001010110110011010000,0.85
24,101000110010010101110101101011110001001001010110110011010000,0.85
25,101000100010010111110101101011110001001001010110110011010000,0.85
26,101000100010010111110101101011110001001001010110110011010000,0.85
27,101000100010010111110101101011110001001001010110110011010000,0.85
28,101000100010010111110101101011110001001001010110110011010000,0.85
29,101000100010010111110101101011110001001001010110110011010000,0.85
30,101000100010010111110101101011110001001001010110110011010000,0.85
31,101000110010010101110101101011110001001001010110110011010000,0.85
32,101000110010010101110101101011110001001000010110110011000000,0.85
33,101000100010010111110101101011110001001001010110110011010000,0.85
34,101000100010010111110101101011110001001001010110110011010000,0.85
35,101000100010010111110101101011110001001000010110110011000000,0.85
36,101000100010010111110101101011110001001001010110110011010000,0.85
37,101000100010010111110101101011110001001001010110110011010000,0.85
38,101000110010010101110101101011110001001001010110110011010000,0.85
39,101000110010010101110101101011110001001001010110110011010000,0.85
40,101000100010010111110101101011110001001001010110110011010000,0.85
41,101000110010010101110101101011110001001001010110110011010000,0.85
42,101000100010010111110101101011110001001001010110110011010000,0.85
43,101000100010010111110101101011110001001001010110110011010000,0.85
44,101000100010010111110101101011110001001001010110110011010000,0.85
45,101000100010010111110101101011110001001001010110110011010000,0.85
46,101000100010010111110101101011110001001000010110110011000000,0.85
47,101000110010010101110101101011110001001001010110110011010000,0.85
48,101000100010010111110101101011110001001001010110110011010000,0.85
49,101000100010010111110101101011110001001001010110110011010000,0.85
50,101000100010010111110101101011110001001001010110110011010000,0.85
51,101000100010010111110101101011110001001001010110110011010000,0.85
52,101000100010010111110101101011110001001001010110110011010000,0.85
53,101000100010010111110101101011110001001001010110110011010000,0.85
54,101000100010010111110101101011110001001001010110110011010000,0.85
55,101000100010010111110101101011110001001001010110110011010000,0.85
56,101000100010010111110101101011110001001001010110110011010000,0.85
57,101000100010010111110101101011110001001001010110110011010000,0.85
58,101000100010010111110101101011110001001001010110110011010000,0.85
59,101000100010010111110101101011110001001001010110110011010000,0.85
60,101000100010010111110101101011110001001001010110110011010000,0.85
61,101000100010010111110101101011110001001001010110110011010000,0.85
62,101000100010010111110101101011110001001001010110110011010000,0.85
63,101000110010010101110101101011110001001001010110110011010000,0.85
64,101000110010010101110101101011110001001001010110110011010000,0.85
65,101000110010010101110101101011110001001001010110110011010000,0.85
66,101000100010010111110101101011110001001001010110110011010000,0.85
67,101000100010010111110101101011110001001001010110110011010000,0.85
68,101000100010010111110101101011110001001001010110110011010000,0.85
69,101000100010010111110101101011110001001001010110110011010000,0.85
70,101000100010010111110101101011110001001001010110110011010000,0.85
71,101000110010010101110101101011110001001001010110110011010000,0.85
