epoch,bestFitness,averageFitness,minFitness
0,0.7,0.5529999999999997,0.4
1,0.7,0.5883333333333332,0.55
2,0.7,0.6176666666666677,0.5833333333333334
3,0.7666666666666667,0.646833333333333,0.6
4,0.7666666666666667,0.6758333333333327,0.65
5,0.7833333333333333,0.698166666666666,0.6666666666666666
6,0.7833333333333333,0.7125000000000011,0.6833333333333333
7,0.7833333333333333,0.7201666666666675,0.7
8,0.7833333333333333,0.7240000000000008,0.7166666666666667
9,0.7833333333333333,0.7271666666666676,0.7166666666666667
10,0.7833333333333333,0.7311666666666677,0.7166666666666667
11,0.7833333333333333,0.7328333333333343,0.7166666666666667
12,0.7833333333333333,0.739833333333334,0.7166666666666667
13,0.7833333333333333,0.7440000000000007,0.7333333333333333
14,0.7833333333333333,0.7500000000000003,0.7333333333333333
15,0.7833333333333333,0.7591666666666664,0.75
16,0.7833333333333333,0.7653333333333329,0.75
17,0.7833333333333333,0.7674999999999994,0.7666666666666667
18,0.7833333333333333,0.7683333333333328,0.7666666666666667
19,0.8,0.7694999999999993,0.7666666666666667
20,0.8,0.7719999999999996,0.7666666666666667
21,0.8,0.7759999999999997,0.7666666666666667
22,0.8166666666666667,0.7841666666666659,0.7666666666666667
23,0.8166666666666667,0.7868333333333326,0.7833333333333333
24,0.8166666666666667,0.791999999999999,0.7833333333333333
25,0.8166666666666667,0.8003333333333319,0.7833333333333333
26,0.8166666666666667,0.8018333333333318,0.8
27,0.8166666666666667,0.8054999999999982,0.8
28,0.8333333333333334,0.8106666666666663,0.8
29,0.8333333333333334,0.8171666666666672,0.8166666666666667
30,0.8333333333333334,0.8190000000000005,0.8166666666666667
31,0.8333333333333334,0.821166666666667,0.8166666666666667
32,0.85,0.8266666666666667,0.8166666666666667
33,0.85,0.8343333333333329,0.8333333333333334
34,0.85,0.8364999999999995,0.8333333333333334
35,0.85,0.8414999999999998,0.8333333333333334
36,0.8666666666666667,0.8494999999999995,0.8333333333333334
37,0.8666666666666667,0.8514999999999994,0.85
38,0.8666666666666667,0.8531666666666661,0.85
39,0.8833333333333333,0.8568333333333326,0.85
40,0.8833333333333333,0.8638333333333321,0.85
41,0.8833333333333333,0.8676666666666653,0.8666666666666667
42,0.8833333333333333,0.8686666666666651,0.8666666666666667
43,0.8833333333333333,0.8711666666666651,0.8666666666666667
44,0.9,0.8761666666666648,0.8666666666666667
45,0.9,0.8850000000000016,0.8833333333333333
46,0.9166666666666666,0.8905000000000015,0.8833333333333333
47,0.9166666666666666,0.8993333333333343,0.8833333333333333
48,0.9166666666666666,0.9015000000000009,0.9
49,0.9166666666666666,0.9030000000000009,0.9
50,0.9166666666666666,0.906166666666668,0.9
51,0.9333333333333333,0.9111666666666678,0.9
52,0.9333333333333333,0.9175000000000008,0.9166666666666666
53,0.9333333333333333,0.9195000000000009,0.9166666666666666
54,0.9333333333333333,0.9231666666666674,0.9166666666666666
55,0.9333333333333333,0.9298333333333336,0.9166666666666666
56,0.9333333333333333,0.9333333333333335,0.9333333333333333
57,0.9333333333333333,0.9333333333333335,0.9333333333333333
58,0.9333333333333333,0.9333333333333335,0.9333333333333333
59,0.9333333333333333,0.9333333333333335,0.9333333333333333
60,0.95,0.9335000000000001,0.9333333333333333
